baseFare,reservationCharge,superfastCharge,fuelAmount,totalConcession,tatkalFare,serviceTax,otherCharge,cateringCharge,dynamicFare,totalFare,availability,trainNumber,timeStamp,fromStnCode,toStnCode,classCode,distance,duration
250,20,0,0.0,0,0,0.0,0,0,0,270,"[{'date': '4-11-2023', 'status': 'RLWL12/WL10'}, {'date': '5-11-2023', 'status': 'RLWL23/WL21'}, {'date': '6-11-2023', 'status': 'REGRET'}, {'date': '7-11-2023', 'status': 'RLWL25/WL23'}, {'date': '8-11-2023', 'status': 'RLWL19/WL13'}, {'date': '9-11-2023', 'status': 'RLWL22/WL22'}]",11057,2023-10-30 02:14:57.800607,FDB,JRC,SL,446,668.0
950,50,0,0.0,0,0,50.0,0,0,0,1050,"[{'date': '4-11-2023', 'status': 'RLWL1/WL1'}, {'date': '5-11-2023', 'status': 'RLWL2/WL1'}, {'date': '6-11-2023', 'status': 'RLWL5/WL5'}, {'date': '7-11-2023', 'status': 'RLWL3/WL2'}, {'date': '8-11-2023', 'status': 'AVAILABLE-0002'}, {'date': '9-11-2023', 'status': 'AVAILABLE-0002'}]",11057,2023-10-30 02:14:57.800607,FDB,JUC,2A,451,681.0
669,40,0,0.0,0,0,36.0,0,0,0,745,"[{'date': '4-11-2023', 'status': 'RLWL4/WL4'}, {'date': '5-11-2023', 'status': 'RLWL9/WL7'}, {'date': '6-11-2023', 'status': 'RLWL9/WL8'}, {'date': '7-11-2023', 'status': 'RLWL8/WL8'}, {'date': '8-11-2023', 'status': 'AVAILABLE-0019'}, {'date': '9-11-2023', 'status': 'RLWL3/WL1'}]",11057,2023-10-30 02:14:57.800607,FDB,JUC,3A,451,681.0
255,20,0,0.0,0,0,0.0,0,0,0,275,"[{'date': '4-11-2023', 'status': 'RLWL12/WL10'}, {'date': '5-11-2023', 'status': 'RLWL23/WL21'}, {'date': '6-11-2023', 'status': 'REGRET'}, {'date': '7-11-2023', 'status': 'RLWL25/WL23'}, {'date': '8-11-2023', 'status': 'RLWL19/WL13'}, {'date': '9-11-2023', 'status': 'RLWL22/WL22'}]",11057,2023-10-30 02:14:57.800607,FDB,JUC,SL,451,681.0
1002,50,0,0.0,0,0,53.0,0,0,0,1105,"[{'date': '4-11-2023', 'status': 'RLWL1/WL1'}, {'date': '5-11-2023', 'status': 'RLWL2/WL1'}, {'date': '6-11-2023', 'status': 'RLWL5/WL5'}, {'date': '7-11-2023', 'status': 'RLWL3/WL2'}, {'date': '8-11-2023', 'status': 'AVAILABLE-0002'}, {'date': '9-11-2023', 'status': 'AVAILABLE-0002'}]",11057,2023-10-30 02:14:57.800607,FDB,BEAS,2A,487,717.0
698,40,0,0.0,0,0,37.0,0,0,0,775,"[{'date': '4-11-2023', 'status': 'RLWL4/WL4'}, {'date': '5-11-2023', 'status': 'RLWL9/WL7'}, {'date': '6-11-2023', 'status': 'RLWL9/WL8'}, {'date': '7-11-2023', 'status': 'RLWL8/WL8'}, {'date': '8-11-2023', 'status': 'AVAILABLE-0019'}, {'date': '9-11-2023', 'status': 'RLWL3/WL1'}]",11057,2023-10-30 02:14:57.800607,FDB,BEAS,3A,487,717.0
270,20,0,0.0,0,0,0.0,0,0,0,290,"[{'date': '4-11-2023', 'status': 'RLWL12/WL10'}, {'date': '5-11-2023', 'status': 'RLWL23/WL21'}, {'date': '6-11-2023', 'status': 'REGRET'}, {'date': '7-11-2023', 'status': 'RLWL25/WL23'}, {'date': '8-11-2023', 'status': 'RLWL19/WL13'}, {'date': '9-11-2023', 'status': 'RLWL22/WL22'}]",11057,2023-10-30 02:14:57.800607,FDB,BEAS,SL,487,717.0
1097,50,0,0.0,0,0,58.0,0,0,0,1205,"[{'date': '4-11-2023', 'status': 'RLWL1/WL1'}, {'date': '5-11-2023', 'status': 'RLWL2/WL1'}, {'date': '6-11-2023', 'status': 'RLWL5/WL5'}, {'date': '7-11-2023', 'status': 'RLWL3/WL2'}, {'date': '8-11-2023', 'status': 'AVAILABLE-0002'}, {'date': '9-11-2023', 'status': 'AVAILABLE-0002'}]",11057,2023-10-30 02:14:57.800607,FDB,JNL,2A,511,761.0
764,40,0,0.0,0,0,41.0,0,0,0,845,"[{'date': '4-11-2023', 'status': 'RLWL4/WL4'}, {'date': '5-11-2023', 'status': 'RLWL9/WL7'}, {'date': '6-11-2023', 'status': 'RLWL9/WL8'}, {'date': '7-11-2023', 'status': 'RLWL8/WL8'}, {'date': '8-11-2023', 'status': 'AVAILABLE-0019'}, {'date': '9-11-2023', 'status': 'RLWL3/WL1'}]",11057,2023-10-30 02:14:57.800607,FDB,JNL,3A,511,761.0
295,20,0,0.0,0,0,0.0,0,0,0,315,"[{'date': '4-11-2023', 'status': 'RLWL12/WL10'}, {'date': '5-11-2023', 'status': 'RLWL23/WL21'}, {'date': '6-11-2023', 'status': 'REGRET'}, {'date': '7-11-2023', 'status': 'RLWL25/WL23'}, {'date': '8-11-2023', 'status': 'RLWL19/WL13'}, {'date': '9-11-2023', 'status': 'RLWL22/WL22'}]",11057,2023-10-30 02:14:57.800607,FDB,JNL,SL,511,761.0
1107,50,0,0.0,0,0,58.0,0,0,0,1215,"[{'date': '4-11-2023', 'status': 'RLWL1/WL1'}, {'date': '5-11-2023', 'status': 'RLWL2/WL1'}, {'date': '6-11-2023', 'status': 'RLWL5/WL5'}, {'date': '7-11-2023', 'status': 'RLWL3/WL2'}, {'date': '8-11-2023', 'status': 'AVAILABLE-0002'}, {'date': '9-11-2023', 'status': 'AVAILABLE-0002'}]",11057,2023-10-30 02:14:57.800607,FDB,ASR,2A,529,801.0
774,40,0,0.0,0,0,41.0,0,0,0,855,"[{'date': '4-11-2023', 'status': 'RLWL4/WL4'}, {'date': '5-11-2023', 'status': 'RLWL9/WL7'}, {'date': '6-11-2023', 'status': 'RLWL9/WL8'}, {'date': '7-11-2023', 'status': 'RLWL8/WL8'}, {'date': '8-11-2023', 'status': 'AVAILABLE-0019'}, {'date': '9-11-2023', 'status': 'RLWL3/WL1'}]",11057,2023-10-30 02:14:57.800607,FDB,ASR,3A,529,801.0
295,20,0,0.0,0,0,0.0,0,0,0,315,"[{'date': '4-11-2023', 'status': 'RLWL12/WL10'}, {'date': '5-11-2023', 'status': 'RLWL23/WL21'}, {'date': '6-11-2023', 'status': 'REGRET'}, {'date': '7-11-2023', 'status': 'RLWL25/WL23'}, {'date': '8-11-2023', 'status': 'RLWL19/WL13'}, {'date': '9-11-2023', 'status': 'RLWL22/WL22'}]",11057,2023-10-30 02:14:57.800607,FDB,ASR,SL,529,801.0
626,50,0,0.0,0,0,34.0,0,0,0,710,"[{'date': '4-11-2023', 'status': 'RLWL1/WL1'}, {'date': '5-11-2023', 'status': 'RLWL2/WL1'}, {'date': '6-11-2023', 'status': 'RLWL5/WL5'}, {'date': '7-11-2023', 'status': 'RLWL3/WL2'}, {'date': '8-11-2023', 'status': 'AVAILABLE-0003'}, {'date': '9-11-2023', 'status': 'AVAILABLE-0003'}]",11057,2023-10-30 02:14:57.800607,NZM,NDLS,2A,8,26.0
441,40,0,0.0,0,0,24.0,0,0,0,505,"[{'date': '4-11-2023', 'status': 'AVAILABLE-0001'}, {'date': '5-11-2023', 'status': 'RLWL9/WL7'}, {'date': '6-11-2023', 'status': 'AVAILABLE-0004'}, {'date': '7-11-2023', 'status': 'AVAILABLE-0004'}, {'date': '8-11-2023', 'status': 'AVAILABLE-0021'}, {'date': '9-11-2023', 'status': 'AVAILABLE-0004'}]",11057,2023-10-30 02:14:57.800607,NZM,NDLS,3A,8,26.0
125,20,0,0.0,0,0,0.0,0,0,0,145,"[{'date': '4-11-2023', 'status': 'RLWL12/WL10'}, {'date': '5-11-2023', 'status': 'RLWL23/WL21'}, {'date': '6-11-2023', 'status': 'REGRET'}, {'date': '7-11-2023', 'status': 'AVAILABLE-0001'}, {'date': '8-11-2023', 'status': 'RLWL19/WL13'}, {'date': '9-11-2023', 'status': 'AVAILABLE-0001'}]",11057,2023-10-30 02:14:57.800607,NZM,NDLS,SL,8,26.0
626,50,0,0.0,0,0,34.0,0,0,0,710,"[{'date': '4-11-2023', 'status': 'RLWL1/WL1'}, {'date': '5-11-2023', 'status': 'RLWL2/WL1'}, {'date': '6-11-2023', 'status': 'RLWL5/WL5'}, {'date': '7-11-2023', 'status': 'RLWL3/WL2'}, {'date': '8-11-2023', 'status': 'AVAILABLE-0002'}, {'date': '9-11-2023', 'status': 'AVAILABLE-0002'}]",11057,2023-10-30 02:14:57.800607,NZM,SZM,2A,12,54.0
441,40,0,0.0,0,0,24.0,0,0,0,505,"[{'date': '4-11-2023', 'status': 'RLWL4/WL4'}, {'date': '5-11-2023', 'status': 'RLWL9/WL7'}, {'date': '6-11-2023', 'status': 'RLWL9/WL8'}, {'date': '7-11-2023', 'status': 'RLWL8/WL8'}, {'date': '8-11-2023', 'status': 'AVAILABLE-0019'}, {'date': '9-11-2023', 'status': 'RLWL3/WL1'}]",11057,2023-10-30 02:14:57.800607,NZM,SZM,3A,12,54.0
125,20,0,0.0,0,0,0.0,0,0,0,145,"[{'date': '4-11-2023', 'status': 'RLWL12/WL10'}, {'date': '5-11-2023', 'status': 'RLWL23/WL21'}, {'date': '6-11-2023', 'status': 'REGRET'}, {'date': '7-11-2023', 'status': 'RLWL25/WL23'}, {'date': '8-11-2023', 'status': 'RLWL19/WL13'}, {'date': '9-11-2023', 'status': 'RLWL22/WL22'}]",11057,2023-10-30 02:14:57.800607,NZM,SZM,SL,12,54.0
626,50,0,0.0,0,0,34.0,0,0,0,710,"[{'date': '4-11-2023', 'status': 'RLWL1/WL1'}, {'date': '5-11-2023', 'status': 'RLWL2/WL1'}, {'date': '6-11-2023', 'status': 'RLWL5/WL5'}, {'date': '7-11-2023', 'status': 'RLWL3/WL2'}, {'date': '8-11-2023', 'status': 'AVAILABLE-0002'}, {'date': '9-11-2023', 'status': 'AVAILABLE-0002'}]",11057,2023-10-30 02:14:57.800607,NZM,NUR,2A,35,74.0
441,40,0,0.0,0,0,24.0,0,0,0,505,"[{'date': '4-11-2023', 'status': 'RLWL4/WL4'}, {'date': '5-11-2023', 'status': 'RLWL9/WL7'}, {'date': '6-11-2023', 'status': 'RLWL9/WL8'}, {'date': '7-11-2023', 'status': 'RLWL8/WL8'}, {'date': '8-11-2023', 'status': 'AVAILABLE-0019'}, {'date': '9-11-2023', 'status': 'RLWL3/WL1'}]",11057,2023-10-30 02:14:57.800607,NZM,NUR,3A,35,74.0
125,20,0,0.0,0,0,0.0,0,0,0,145,"[{'date': '4-11-2023', 'status': 'RLWL12/WL10'}, {'date': '5-11-2023', 'status': 'RLWL23/WL21'}, {'date': '6-11-2023', 'status': 'REGRET'}, {'date': '7-11-2023', 'status': 'RLWL25/WL23'}, {'date': '8-11-2023', 'status': 'RLWL19/WL13'}, {'date': '9-11-2023', 'status': 'RLWL22/WL22'}]",11057,2023-10-30 02:14:57.800607,NZM,NUR,SL,35,74.0
626,50,0,0.0,0,0,34.0,0,0,0,710,"[{'date': '4-11-2023', 'status': 'RLWL1/WL1'}, {'date': '5-11-2023', 'status': 'RLWL2/WL1'}, {'date': '6-11-2023', 'status': 'RLWL5/WL5'}, {'date': '7-11-2023', 'status': 'RLWL3/WL2'}, {'date': '8-11-2023', 'status': 'AVAILABLE-0002'}, {'date': '9-11-2023', 'status': 'AVAILABLE-0002'}]",11057,2023-10-30 02:14:57.800607,NZM,SNP,2A,52,90.0
441,40,0,0.0,0,0,24.0,0,0,0,505,"[{'date': '4-11-2023', 'status': 'RLWL4/WL4'}, {'date': '5-11-2023', 'status': 'RLWL9/WL7'}, {'date': '6-11-2023', 'status': 'RLWL9/WL8'}, {'date': '7-11-2023', 'status': 'RLWL8/WL8'}, {'date': '8-11-2023', 'status': 'AVAILABLE-0019'}, {'date': '9-11-2023', 'status': 'RLWL3/WL1'}]",11057,2023-10-30 02:14:57.800607,NZM,SNP,3A,52,90.0
125,20,0,0.0,0,0,0.0,0,0,0,145,"[{'date': '4-11-2023', 'status': 'RLWL12/WL10'}, {'date': '5-11-2023', 'status': 'RLWL23/WL21'}, {'date': '6-11-2023', 'status': 'REGRET'}, {'date': '7-11-2023', 'status': 'RLWL25/WL23'}, {'date': '8-11-2023', 'status': 'RLWL19/WL13'}, {'date': '9-11-2023', 'status': 'RLWL22/WL22'}]",11057,2023-10-30 02:14:57.800607,NZM,SNP,SL,52,90.0
626,50,0,0.0,0,0,34.0,0,0,0,710,"[{'date': '4-11-2023', 'status': 'RLWL1/WL1'}, {'date': '5-11-2023', 'status': 'RLWL2/WL1'}, {'date': '6-11-2023', 'status': 'RLWL5/WL5'}, {'date': '7-11-2023', 'status': 'RLWL3/WL2'}, {'date': '8-11-2023', 'status': 'AVAILABLE-0002'}, {'date': '9-11-2023', 'status': 'AVAILABLE-0002'}]",11057,2023-10-30 02:14:57.800607,NZM,GNU,2A,68,103.0
441,40,0,0.0,0,0,24.0,0,0,0,505,"[{'date': '4-11-2023', 'status': 'RLWL4/WL4'}, {'date': '5-11-2023', 'status': 'RLWL9/WL7'}, {'date': '6-11-2023', 'status': 'RLWL9/WL8'}, {'date': '7-11-2023', 'status': 'RLWL8/WL8'}, {'date': '8-11-2023', 'status': 'AVAILABLE-0019'}, {'date': '9-11-2023', 'status': 'RLWL3/WL1'}]",11057,2023-10-30 02:14:57.800607,NZM,GNU,3A,68,103.0
125,20,0,0.0,0,0,0.0,0,0,0,145,"[{'date': '4-11-2023', 'status': 'RLWL12/WL10'}, {'date': '5-11-2023', 'status': 'RLWL23/WL21'}, {'date': '6-11-2023', 'status': 'REGRET'}, {'date': '7-11-2023', 'status': 'RLWL25/WL23'}, {'date': '8-11-2023', 'status': 'RLWL19/WL13'}, {'date': '9-11-2023', 'status': 'RLWL22/WL22'}]",11057,2023-10-30 02:14:57.800607,NZM,GNU,SL,68,103.0
626,50,0,0.0,0,0,34.0,0,0,0,710,"[{'date': '4-11-2023', 'status': 'RLWL1/WL1'}, {'date': '5-11-2023', 'status': 'RLWL2/WL1'}, {'date': '6-11-2023', 'status': 'RLWL5/WL5'}, {'date': '7-11-2023', 'status': 'RLWL3/WL2'}, {'date': '8-11-2023', 'status': 'AVAILABLE-0002'}, {'date': '9-11-2023', 'status': 'AVAILABLE-0002'}]",11057,2023-10-30 02:14:57.800607,NZM,SMK,2A,80,118.0
441,40,0,0.0,0,0,24.0,0,0,0,505,"[{'date': '4-11-2023', 'status': 'RLWL4/WL4'}, {'date': '5-11-2023', 'status': 'RLWL9/WL7'}, {'date': '6-11-2023', 'status': 'RLWL9/WL8'}, {'date': '7-11-2023', 'status': 'RLWL8/WL8'}, {'date': '8-11-2023', 'status': 'AVAILABLE-0019'}, {'date': '9-11-2023', 'status': 'RLWL3/WL1'}]",11057,2023-10-30 02:14:57.800607,NZM,SMK,3A,80,118.0
125,20,0,0.0,0,0,0.0,0,0,0,145,"[{'date': '4-11-2023', 'status': 'RLWL12/WL10'}, {'date': '5-11-2023', 'status': 'RLWL23/WL21'}, {'date': '6-11-2023', 'status': 'REGRET'}, {'date': '7-11-2023', 'status': 'RLWL25/WL23'}, {'date': '8-11-2023', 'status': 'RLWL19/WL13'}, {'date': '9-11-2023', 'status': 'RLWL22/WL22'}]",11057,2023-10-30 02:14:57.800607,NZM,SMK,SL,80,118.0
626,50,0,0.0,0,0,34.0,0,0,0,710,"[{'date': '4-11-2023', 'status': 'RLWL1/WL1'}, {'date': '5-11-2023', 'status': 'RLWL2/WL1'}, {'date': '6-11-2023', 'status': 'RLWL5/WL5'}, {'date': '7-11-2023', 'status': 'RLWL3/WL2'}, {'date': '8-11-2023', 'status': 'AVAILABLE-0002'}, {'date': '9-11-2023', 'status': 'AVAILABLE-0002'}]",11057,2023-10-30 02:14:57.800607,NZM,PNP,2A,97,132.0
441,40,0,0.0,0,0,24.0,0,0,0,505,"[{'date': '4-11-2023', 'status': 'RLWL4/WL4'}, {'date': '5-11-2023', 'status': 'RLWL9/WL7'}, {'date': '6-11-2023', 'status': 'RLWL9/WL8'}, {'date': '7-11-2023', 'status': 'RLWL8/WL8'}, {'date': '8-11-2023', 'status': 'AVAILABLE-0019'}, {'date': '9-11-2023', 'status': 'RLWL3/WL1'}]",11057,2023-10-30 02:14:57.800607,NZM,PNP,3A,97,132.0
125,20,0,0.0,0,0,0.0,0,0,0,145,"[{'date': '4-11-2023', 'status': 'RLWL12/WL10'}, {'date': '5-11-2023', 'status': 'RLWL23/WL21'}, {'date': '6-11-2023', 'status': 'REGRET'}, {'date': '7-11-2023', 'status': 'RLWL25/WL23'}, {'date': '8-11-2023', 'status': 'RLWL19/WL13'}, {'date': '9-11-2023', 'status': 'RLWL22/WL22'}]",11057,2023-10-30 02:14:57.800607,NZM,PNP,SL,97,132.0
626,50,0,0.0,0,0,34.0,0,0,0,710,"[{'date': '4-11-2023', 'status': 'RLWL1/WL1'}, {'date': '5-11-2023', 'status': 'RLWL2/WL1'}, {'date': '6-11-2023', 'status': 'RLWL5/WL5'}, {'date': '7-11-2023', 'status': 'RLWL3/WL2'}, {'date': '8-11-2023', 'status': 'AVAILABLE-0002'}, {'date': '9-11-2023', 'status': 'AVAILABLE-0002'}]",11057,2023-10-30 02:14:57.800607,NZM,KUN,2A,131,158.0
441,40,0,0.0,0,0,24.0,0,0,0,505,"[{'date': '4-11-2023', 'status': 'RLWL4/WL4'}, {'date': '5-11-2023', 'status': 'RLWL9/WL7'}, {'date': '6-11-2023', 'status': 'RLWL9/WL8'}, {'date': '7-11-2023', 'status': 'RLWL8/WL8'}, {'date': '8-11-2023', 'status': 'AVAILABLE-0019'}, {'date': '9-11-2023', 'status': 'RLWL3/WL1'}]",11057,2023-10-30 02:14:57.800607,NZM,KUN,3A,131,158.0
125,20,0,0.0,0,0,0.0,0,0,0,145,"[{'date': '4-11-2023', 'status': 'RLWL12/WL10'}, {'date': '5-11-2023', 'status': 'RLWL23/WL21'}, {'date': '6-11-2023', 'status': 'REGRET'}, {'date': '7-11-2023', 'status': 'RLWL25/WL23'}, {'date': '8-11-2023', 'status': 'RLWL19/WL13'}, {'date': '9-11-2023', 'status': 'RLWL22/WL22'}]",11057,2023-10-30 02:14:57.800607,NZM,KUN,SL,131,158.0
626,50,0,0.0,0,0,34.0,0,0,0,710,"[{'date': '4-11-2023', 'status': 'RLWL1/WL1'}, {'date': '5-11-2023', 'status': 'RLWL2/WL1'}, {'date': '6-11-2023', 'status': 'RLWL5/WL5'}, {'date': '7-11-2023', 'status': 'RLWL3/WL2'}, {'date': '8-11-2023', 'status': 'AVAILABLE-0002'}, {'date': '9-11-2023', 'status': 'AVAILABLE-0002'}]",11057,2023-10-30 02:14:57.800607,NZM,NLKR,2A,148,171.0
441,40,0,0.0,0,0,24.0,0,0,0,505,"[{'date': '4-11-2023', 'status': 'RLWL4/WL4'}, {'date': '5-11-2023', 'status': 'RLWL9/WL7'}, {'date': '6-11-2023', 'status': 'RLWL9/WL8'}, {'date': '7-11-2023', 'status': 'RLWL8/WL8'}, {'date': '8-11-2023', 'status': 'AVAILABLE-0019'}, {'date': '9-11-2023', 'status': 'RLWL3/WL1'}]",11057,2023-10-30 02:14:57.800607,NZM,NLKR,3A,148,171.0
125,20,0,0.0,0,0,0.0,0,0,0,145,"[{'date': '4-11-2023', 'status': 'RLWL12/WL10'}, {'date': '5-11-2023', 'status': 'RLWL23/WL21'}, {'date': '6-11-2023', 'status': 'REGRET'}, {'date': '7-11-2023', 'status': 'RLWL25/WL23'}, {'date': '8-11-2023', 'status': 'RLWL19/WL13'}, {'date': '9-11-2023', 'status': 'RLWL22/WL22'}]",11057,2023-10-30 02:14:57.800607,NZM,NLKR,SL,148,171.0
626,50,0,0.0,0,0,34.0,0,0,0,710,"[{'date': '4-11-2023', 'status': 'RLWL1/WL1'}, {'date': '5-11-2023', 'status': 'RLWL2/WL1'}, {'date': '6-11-2023', 'status': 'RLWL5/WL5'}, {'date': '7-11-2023', 'status': 'RLWL3/WL2'}, {'date': '8-11-2023', 'status': 'AVAILABLE-0002'}, {'date': '9-11-2023', 'status': 'AVAILABLE-0002'}]",11057,2023-10-30 02:14:57.800607,NZM,KKDE,2A,165,187.0
441,40,0,0.0,0,0,24.0,0,0,0,505,"[{'date': '4-11-2023', 'status': 'RLWL4/WL4'}, {'date': '5-11-2023', 'status': 'RLWL9/WL7'}, {'date': '6-11-2023', 'status': 'RLWL9/WL8'}, {'date': '7-11-2023', 'status': 'RLWL8/WL8'}, {'date': '8-11-2023', 'status': 'AVAILABLE-0019'}, {'date': '9-11-2023', 'status': 'RLWL3/WL1'}]",11057,2023-10-30 02:14:57.800607,NZM,KKDE,3A,165,187.0
125,20,0,0.0,0,0,0.0,0,0,0,145,"[{'date': '4-11-2023', 'status': 'RLWL12/WL10'}, {'date': '5-11-2023', 'status': 'RLWL23/WL21'}, {'date': '6-11-2023', 'status': 'REGRET'}, {'date': '7-11-2023', 'status': 'RLWL25/WL23'}, {'date': '8-11-2023', 'status': 'RLWL19/WL13'}, {'date': '9-11-2023', 'status': 'RLWL22/WL22'}]",11057,2023-10-30 02:14:57.800607,NZM,KKDE,SL,165,187.0
626,50,0,0.0,0,0,34.0,0,0,0,710,"[{'date': '4-11-2023', 'status': 'RLWL1/WL1'}, {'date': '5-11-2023', 'status': 'RLWL2/WL1'}, {'date': '6-11-2023', 'status': 'RLWL5/WL5'}, {'date': '7-11-2023', 'status': 'RLWL3/WL2'}, {'date': '8-11-2023', 'status': 'AVAILABLE-0002'}, {'date': '9-11-2023', 'status': 'AVAILABLE-0002'}]",11057,2023-10-30 02:14:57.800607,NZM,SHDM,2A,187,207.0
441,40,0,0.0,0,0,24.0,0,0,0,505,"[{'date': '4-11-2023', 'status': 'RLWL4/WL4'}, {'date': '5-11-2023', 'status': 'RLWL9/WL7'}, {'date': '6-11-2023', 'status': 'RLWL9/WL8'}, {'date': '7-11-2023', 'status': 'RLWL8/WL8'}, {'date': '8-11-2023', 'status': 'AVAILABLE-0019'}, {'date': '9-11-2023', 'status': 'RLWL3/WL1'}]",11057,2023-10-30 02:14:57.800607,NZM,SHDM,3A,187,207.0
125,20,0,0.0,0,0,0.0,0,0,0,145,"[{'date': '4-11-2023', 'status': 'RLWL12/WL10'}, {'date': '5-11-2023', 'status': 'RLWL23/WL21'}, {'date': '6-11-2023', 'status': 'REGRET'}, {'date': '7-11-2023', 'status': 'RLWL25/WL23'}, {'date': '8-11-2023', 'status': 'RLWL19/WL13'}, {'date': '9-11-2023', 'status': 'RLWL22/WL22'}]",11057,2023-10-30 02:14:57.800607,NZM,SHDM,SL,187,207.0
626,50,0,0.0,0,0,34.0,0,0,0,710,"[{'date': '4-11-2023', 'status': 'RLWL1/WL1'}, {'date': '5-11-2023', 'status': 'RLWL2/WL1'}, {'date': '6-11-2023', 'status': 'RLWL5/WL5'}, {'date': '7-11-2023', 'status': 'RLWL3/WL2'}, {'date': '8-11-2023', 'status': 'AVAILABLE-0002'}, {'date': '9-11-2023', 'status': 'AVAILABLE-0002'}]",11057,2023-10-30 02:14:57.800607,NZM,UMB,2A,206,271.0
441,40,0,0.0,0,0,24.0,0,0,0,505,"[{'date': '4-11-2023', 'status': 'RLWL4/WL4'}, {'date': '5-11-2023', 'status': 'RLWL9/WL7'}, {'date': '6-11-2023', 'status': 'RLWL9/WL8'}, {'date': '7-11-2023', 'status': 'RLWL8/WL8'}, {'date': '8-11-2023', 'status': 'AVAILABLE-0019'}, {'date': '9-11-2023', 'status': 'RLWL3/WL1'}]",11057,2023-10-30 02:14:57.800607,NZM,UMB,3A,206,271.0
145,20,0,0.0,0,0,0.0,0,0,0,165,"[{'date': '4-11-2023', 'status': 'RLWL12/WL10'}, {'date': '5-11-2023', 'status': 'RLWL23/WL21'}, {'date': '6-11-2023', 'status': 'REGRET'}, {'date': '7-11-2023', 'status': 'RLWL25/WL23'}, {'date': '8-11-2023', 'status': 'RLWL19/WL13'}, {'date': '9-11-2023', 'status': 'RLWL22/WL22'}]",11057,2023-10-30 02:14:57.800607,NZM,UMB,SL,206,271.0
626,50,0,0.0,0,0,34.0,0,0,0,710,"[{'date': '4-11-2023', 'status': 'RLWL1/WL1'}, {'date': '5-11-2023', 'status': 'RLWL2/WL1'}, {'date': '6-11-2023', 'status': 'RLWL5/WL5'}, {'date': '7-11-2023', 'status': 'RLWL3/WL2'}, {'date': '8-11-2023', 'status': 'AVAILABLE-0002'}, {'date': '9-11-2023', 'status': 'AVAILABLE-0002'}]",11057,2023-10-30 02:14:57.800607,NZM,UBC,2A,214,295.0
441,40,0,0.0,0,0,24.0,0,0,0,505,"[{'date': '4-11-2023', 'status': 'RLWL4/WL4'}, {'date': '5-11-2023', 'status': 'RLWL9/WL7'}, {'date': '6-11-2023', 'status': 'RLWL9/WL8'}, {'date': '7-11-2023', 'status': 'RLWL8/WL8'}, {'date': '8-11-2023', 'status': 'AVAILABLE-0019'}, {'date': '9-11-2023', 'status': 'RLWL3/WL1'}]",11057,2023-10-30 02:14:57.800607,NZM,UBC,3A,214,295.0
145,20,0,0.0,0,0,0.0,0,0,0,165,"[{'date': '4-11-2023', 'status': 'RLWL12/WL10'}, {'date': '5-11-2023', 'status': 'RLWL23/WL21'}, {'date': '6-11-2023', 'status': 'REGRET'}, {'date': '7-11-2023', 'status': 'RLWL25/WL23'}, {'date': '8-11-2023', 'status': 'RLWL19/WL13'}, {'date': '9-11-2023', 'status': 'RLWL22/WL22'}]",11057,2023-10-30 02:14:57.800607,NZM,UBC,SL,214,295.0
626,50,0,0.0,0,0,34.0,0,0,0,710,"[{'date': '4-11-2023', 'status': 'RLWL1/WL1'}, {'date': '5-11-2023', 'status': 'RLWL2/WL1'}, {'date': '6-11-2023', 'status': 'RLWL5/WL5'}, {'date': '7-11-2023', 'status': 'RLWL3/WL2'}, {'date': '8-11-2023', 'status': 'AVAILABLE-0002'}, {'date': '9-11-2023', 'status': 'AVAILABLE-0002'}]",11057,2023-10-30 02:14:57.800607,NZM,RPJ,2A,234,324.0
441,40,0,0.0,0,0,24.0,0,0,0,505,"[{'date': '4-11-2023', 'status': 'RLWL4/WL4'}, {'date': '5-11-2023', 'status': 'RLWL9/WL7'}, {'date': '6-11-2023', 'status': 'RLWL9/WL8'}, {'date': '7-11-2023', 'status': 'RLWL8/WL8'}, {'date': '8-11-2023', 'status': 'AVAILABLE-0019'}, {'date': '9-11-2023', 'status': 'RLWL3/WL1'}]",11057,2023-10-30 02:14:57.800607,NZM,RPJ,3A,234,324.0
155,20,0,0.0,0,0,0.0,0,0,0,175,"[{'date': '4-11-2023', 'status': 'RLWL12/WL10'}, {'date': '5-11-2023', 'status': 'RLWL23/WL21'}, {'date': '6-11-2023', 'status': 'REGRET'}, {'date': '7-11-2023', 'status': 'RLWL25/WL23'}, {'date': '8-11-2023', 'status': 'RLWL19/WL13'}, {'date': '9-11-2023', 'status': 'RLWL22/WL22'}]",11057,2023-10-30 02:14:57.800607,NZM,RPJ,SL,234,324.0
626,50,0,0.0,0,0,34.0,0,0,0,710,"[{'date': '4-11-2023', 'status': 'RLWL1/WL1'}, {'date': '5-11-2023', 'status': 'RLWL2/WL1'}, {'date': '6-11-2023', 'status': 'RLWL5/WL5'}, {'date': '7-11-2023', 'status': 'RLWL3/WL2'}, {'date': '8-11-2023', 'status': 'AVAILABLE-0002'}, {'date': '9-11-2023', 'status': 'AVAILABLE-0002'}]",11057,2023-10-30 02:14:57.800607,NZM,PTA,2A,259,351.0
